Start date;End date;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Dec 7, 2025 4:45 PM;Dec 7, 2025 5:00 PM;1,151.48;304.31;766.04;3,512.05;0.02;23.81;-;2,082.59;568.53;1,842.69;1,096.16;490.95
Dec 7, 2025 5:00 PM;Dec 7, 2025 5:15 PM;1,158.35;300.97;733.92;3,664.77;0.00;23.81;-;2,071.47;569.15;1,829.75;1,236.82;492.23
Dec 7, 2025 5:15 PM;Dec 7, 2025 5:30 PM;1,159.65;301.85;772.54;3,791.89;0.00;23.81;-;2,070.49;570.64;1,825.27;1,245.95;513.98
Dec 7, 2025 5:30 PM;Dec 7, 2025 5:45 PM;1,160.35;291.43;818.05;3,938.30;0.00;23.81;-;2,079.54;569.10;1,825.15;1,151.88;512.81
Dec 7, 2025 5:45 PM;Dec 7, 2025 6:00 PM;1,167.92;298.55;913.00;4,083.78;0.00;23.81;-;2,085.37;568.34;1,838.96;931.62;505.07
Dec 7, 2025 6:00 PM;Dec 7, 2025 6:15 PM;1,172.89;334.37;969.16;4,252.96;0.00;23.81;-;2,054.98;566.06;1,826.04;983.23;509.00
Dec 7, 2025 6:15 PM;Dec 7, 2025 6:30 PM;1,170.15;288.33;1,046.87;4,468.01;0.00;23.81;-;2,048.62;557.14;1,822.63;830.65;512.79
Dec 7, 2025 6:30 PM;Dec 7, 2025 6:45 PM;1,168.99;282.76;1,143.69;4,706.40;0.00;23.81;-;2,013.35;540.35;1,815.00;584.57;507.33
Dec 7, 2025 6:45 PM;Dec 7, 2025 7:00 PM;1,169.37;279.31;1,222.17;4,924.43;0.00;23.81;-;1,918.39;529.75;1,798.45;455.49;507.49
Dec 7, 2025 7:00 PM;Dec 7, 2025 7:15 PM;1,165.00;279.17;1,307.36;5,141.34;0.00;23.81;-;1,797.96;534.36;1,723.35;490.50;512.02
Dec 7, 2025 7:15 PM;Dec 7, 2025 7:30 PM;1,160.51;279.77;1,369.97;5,388.35;0.00;23.81;-;1,724.89;534.42;1,662.49;307.47;514.24
Dec 7, 2025 7:30 PM;Dec 7, 2025 7:45 PM;1,159.65;281.90;1,452.90;5,682.43;0.00;23.56;-;1,638.51;533.24;1,640.83;123.87;513.41
Dec 7, 2025 7:45 PM;Dec 7, 2025 8:00 PM;1,160.24;282.36;1,513.22;5,968.39;0.00;23.56;-;1,520.17;506.63;1,602.40;73.41;512.88
Dec 7, 2025 8:00 PM;Dec 7, 2025 8:15 PM;1,135.79;284.24;1,529.23;6,229.59;0.00;23.56;-;1,430.06;480.61;1,512.43;138.52;506.74
Dec 7, 2025 8:15 PM;Dec 7, 2025 8:30 PM;1,123.43;284.15;1,554.65;6,472.53;0.00;23.56;-;1,223.96;454.26;1,456.77;62.63;516.65
Dec 7, 2025 8:30 PM;Dec 7, 2025 8:45 PM;1,120.11;289.06;1,570.26;6,756.61;0.00;23.56;-;1,200.15;452.15;1,428.00;48.23;513.32
Dec 7, 2025 8:45 PM;Dec 7, 2025 9:00 PM;1,120.49;289.20;1,576.27;7,027.53;0.00;23.56;-;1,140.85;427.40;1,417.69;27.95;507.52
Dec 7, 2025 9:00 PM;Dec 7, 2025 9:15 PM;1,108.29;292.69;1,542.78;7,326.20;0.00;23.56;-;1,068.07;398.42;1,304.61;18.39;506.83
Dec 7, 2025 9:15 PM;Dec 7, 2025 9:30 PM;1,104.38;292.46;1,547.41;7,523.99;0.00;23.56;-;1,059.45;396.10;1,298.26;17.23;507.12
Dec 7, 2025 9:30 PM;Dec 7, 2025 9:45 PM;1,100.65;294.46;1,563.21;7,686.31;0.00;23.56;-;1,054.72;395.87;1,279.41;31.56;511.95
Dec 7, 2025 9:45 PM;Dec 7, 2025 10:00 PM;1,096.83;298.13;1,598.43;7,824.86;0.00;23.56;-;1,053.30;397.28;1,220.87;35.29;503.41
Dec 7, 2025 10:00 PM;Dec 7, 2025 10:15 PM;1,083.55;293.48;1,602.03;7,793.62;0.00;23.56;-;1,081.19;362.83;1,144.37;32.79;497.76
Dec 7, 2025 10:15 PM;Dec 7, 2025 10:30 PM;1,078.61;292.63;1,612.45;7,933.74;0.00;23.56;-;1,086.91;358.25;1,109.90;26.95;491.66
Dec 7, 2025 10:30 PM;Dec 7, 2025 10:45 PM;1,073.27;299.80;1,606.35;8,060.82;0.00;23.56;-;1,071.82;337.89;1,095.89;32.42;493.09
Dec 7, 2025 10:45 PM;Dec 7, 2025 11:00 PM;1,070.44;312.98;1,589.92;8,093.08;0.00;23.56;-;1,041.88;337.24;1,078.44;23.88;490.29
Dec 7, 2025 11:00 PM;Dec 7, 2025 11:15 PM;1,061.07;318.49;1,617.75;8,137.38;0.00;23.56;-;985.54;323.25;1,059.26;19.32;487.94
Dec 7, 2025 11:15 PM;Dec 7, 2025 11:30 PM;1,058.56;327.54;1,634.44;8,136.00;0.00;23.56;-;961.32;316.82;1,042.31;9.35;486.48
Dec 7, 2025 11:30 PM;Dec 7, 2025 11:45 PM;1,054.08;341.28;1,662.43;8,157.20;0.00;23.56;-;946.13;314.70;1,023.86;0.57;486.21
Dec 7, 2025 11:45 PM;Dec 8, 2025 12:00 AM;1,051.99;341.48;1,663.22;8,277.07;0.00;23.56;-;928.44;339.13;985.62;0.57;482.80
Dec 8, 2025 12:00 AM;Dec 8, 2025 12:15 AM;1,039.06;340.15;1,616.95;8,324.66;0.00;23.56;-;911.27;383.21;1,020.84;15.38;476.84
Dec 8, 2025 12:15 AM;Dec 8, 2025 12:30 AM;1,035.58;330.53;1,607.01;8,441.35;0.00;23.56;-;901.34;386.96;1,014.72;14.05;485.89
Dec 8, 2025 12:30 AM;Dec 8, 2025 12:45 AM;1,034.16;333.60;1,605.86;8,454.08;0.00;23.56;-;906.81;387.93;1,009.72;16.62;486.57
Dec 8, 2025 12:45 AM;Dec 8, 2025 1:00 AM;1,030.54;321.50;1,607.52;8,419.00;0.00;23.56;-;905.07;399.44;1,001.79;8.43;490.96
Dec 8, 2025 1:00 AM;Dec 8, 2025 1:15 AM;1,006.69;316.09;1,612.82;8,613.60;0.00;23.56;-;898.66;411.46;968.17;2.72;499.73
Dec 8, 2025 1:15 AM;Dec 8, 2025 1:30 AM;996.41;332.82;1,615.00;8,737.12;0.00;23.56;-;905.19;422.22;966.28;3.72;497.28
Dec 8, 2025 1:30 AM;Dec 8, 2025 1:45 AM;995.43;325.95;1,661.69;8,782.10;0.00;23.56;-;897.36;434.27;962.95;2.42;500.69
Dec 8, 2025 1:45 AM;Dec 8, 2025 2:00 AM;997.65;314.66;1,675.07;8,845.53;0.00;23.56;-;898.46;435.48;923.80;1.03;505.65
Dec 8, 2025 2:00 AM;Dec 8, 2025 2:15 AM;996.50;330.06;1,699.57;8,839.03;0.00;23.56;-;912.63;428.91;926.08;0.57;504.91
Dec 8, 2025 2:15 AM;Dec 8, 2025 2:30 AM;996.75;331.09;1,706.28;8,840.34;0.00;23.56;-;911.75;422.03;947.12;1.69;500.57
Dec 8, 2025 2:30 AM;Dec 8, 2025 2:45 AM;995.16;327.39;1,706.90;8,910.33;0.00;23.56;-;910.27;415.56;964.40;1.35;498.54
Dec 8, 2025 2:45 AM;Dec 8, 2025 3:00 AM;995.86;333.46;1,685.55;8,958.59;0.00;23.56;-;909.76;415.35;995.61;0.62;503.31
Dec 8, 2025 3:00 AM;Dec 8, 2025 3:15 AM;998.85;339.81;1,647.58;8,888.23;0.00;23.56;-;911.89;415.51;1,021.30;1.05;503.79
Dec 8, 2025 3:15 AM;Dec 8, 2025 3:30 AM;1,002.21;345.14;1,644.19;8,912.67;0.00;23.56;-;911.19;415.78;1,023.16;2.93;497.35
Dec 8, 2025 3:30 AM;Dec 8, 2025 3:45 AM;1,004.49;355.44;1,647.28;8,916.40;0.00;23.56;-;909.86;414.33;1,045.73;3.09;487.43
Dec 8, 2025 3:45 AM;Dec 8, 2025 4:00 AM;1,001.97;352.14;1,628.37;8,890.17;0.00;23.56;-;920.19;413.05;1,078.32;3.67;485.24
Dec 8, 2025 4:00 AM;Dec 8, 2025 4:15 AM;1,003.14;343.96;1,584.06;8,750.95;0.00;23.56;-;933.73;413.93;1,065.26;2.36;480.63
Dec 8, 2025 4:15 AM;Dec 8, 2025 4:30 AM;1,006.36;341.42;1,613.16;8,681.55;0.00;23.56;-;933.10;419.06;1,065.94;1.97;488.06
Dec 8, 2025 4:30 AM;Dec 8, 2025 4:45 AM;1,013.45;338.83;1,604.14;8,620.62;0.00;23.56;-;948.69;437.27;1,076.95;1.80;494.13
Dec 8, 2025 4:45 AM;Dec 8, 2025 5:00 AM;1,022.17;352.65;1,519.06;8,492.92;0.00;23.56;-;979.96;467.61;1,124.88;1.52;504.83
Dec 8, 2025 5:00 AM;Dec 8, 2025 5:15 AM;1,032.27;357.56;1,299.98;8,332.89;0.00;23.56;-;1,035.21;523.06;1,310.07;1.40;497.23
Dec 8, 2025 5:15 AM;Dec 8, 2025 5:30 AM;1,037.93;349.06;1,402.23;8,296.13;0.00;23.56;-;1,047.72;556.86;1,359.75;1.72;495.84
Dec 8, 2025 5:30 AM;Dec 8, 2025 5:45 AM;1,038.75;341.46;1,527.94;8,267.32;0.00;23.56;-;1,071.17;578.45;1,396.77;4.29;495.28
Dec 8, 2025 5:45 AM;Dec 8, 2025 6:00 AM;1,043.68;349.84;1,494.07;8,244.95;0.00;23.56;-;1,094.71;616.44;1,403.98;15.02;493.71
Dec 8, 2025 6:00 AM;Dec 8, 2025 6:15 AM;1,055.85;405.08;1,311.99;8,355.00;0.00;23.56;-;1,123.62;634.81;1,572.96;28.55;497.35
Dec 8, 2025 6:15 AM;Dec 8, 2025 6:30 AM;1,065.14;415.34;1,310.31;8,237.90;0.00;23.56;-;1,158.85;644.89;1,614.09;30.23;509.84
Dec 8, 2025 6:30 AM;Dec 8, 2025 6:45 AM;1,070.17;409.02;1,303.34;8,228.20;0.00;23.56;-;1,185.14;653.04;1,648.04;44.57;507.61
Dec 8, 2025 6:45 AM;Dec 8, 2025 7:00 AM;1,077.06;416.74;1,288.67;8,180.24;0.00;23.56;-;1,288.80;667.15;1,698.30;36.75;503.73
Dec 8, 2025 7:00 AM;Dec 8, 2025 7:15 AM;1,088.86;399.56;1,305.36;8,161.81;0.00;23.56;-;1,448.82;691.05;1,808.92;26.02;510.80
Dec 8, 2025 7:15 AM;Dec 8, 2025 7:30 AM;1,094.99;401.89;1,308.92;8,162.48;0.00;23.56;-;1,579.20;688.41;1,808.56;40.22;509.57
Dec 8, 2025 7:30 AM;Dec 8, 2025 7:45 AM;1,096.65;403.84;1,312.35;8,063.08;0.02;23.56;-;1,649.99;689.82;1,818.63;50.57;516.36
Dec 8, 2025 7:45 AM;Dec 8, 2025 8:00 AM;1,096.56;400.52;1,314.65;8,030.45;1.03;23.56;-;1,754.34;697.06;1,815.89;177.79;513.65
Dec 8, 2025 8:00 AM;Dec 8, 2025 8:15 AM;1,105.46;404.91;1,335.54;8,023.15;10.00;23.56;-;1,901.93;707.56;1,805.36;102.77;506.60
Dec 8, 2025 8:15 AM;Dec 8, 2025 8:30 AM;1,111.84;404.14;1,334.88;8,012.74;63.23;23.56;-;1,949.40;720.87;1,791.06;115.19;502.27
Dec 8, 2025 8:30 AM;Dec 8, 2025 8:45 AM;1,117.64;364.28;1,332.13;7,929.67;199.59;23.56;-;1,962.92;718.21;1,782.96;148.98;500.98
Dec 8, 2025 8:45 AM;Dec 8, 2025 9:00 AM;1,125.29;358.84;1,316.71;7,904.43;421.88;23.56;-;1,953.17;733.26;1,781.52;135.82;503.51
Dec 8, 2025 9:00 AM;Dec 8, 2025 9:15 AM;1,127.48;364.86;1,329.68;7,675.15;671.94;23.56;-;1,962.52;748.46;1,788.14;117.23;503.15
Dec 8, 2025 9:15 AM;Dec 8, 2025 9:30 AM;1,127.38;369.95;1,314.70;7,434.41;964.95;23.56;-;1,918.99;752.55;1,731.13;129.69;506.98
Dec 8, 2025 9:30 AM;Dec 8, 2025 9:45 AM;1,129.60;371.75;1,290.23;7,322.07;1,258.91;23.56;-;1,918.63;752.95;1,704.44;107.46;509.07
Dec 8, 2025 9:45 AM;Dec 8, 2025 10:00 AM;1,127.55;379.35;1,262.11;7,317.15;1,561.27;23.56;-;2,061.15;756.82;1,666.77;105.29;514.34
Dec 8, 2025 10:00 AM;Dec 8, 2025 10:15 AM;1,123.29;384.71;1,229.89;7,243.96;1,816.23;23.56;-;2,100.99;736.39;1,671.74;215.86;520.45
Dec 8, 2025 10:15 AM;Dec 8, 2025 10:30 AM;1,121.91;387.38;1,270.05;7,180.80;2,040.38;23.56;-;2,041.20;748.61;1,633.64;99.07;537.90
Dec 8, 2025 10:30 AM;Dec 8, 2025 10:45 AM;1,118.50;386.97;1,283.41;7,072.45;2,189.91;23.56;-;1,866.10;768.86;1,630.53;87.13;532.83
Dec 8, 2025 10:45 AM;Dec 8, 2025 11:00 AM;1,114.12;385.13;1,309.19;6,999.63;2,288.69;23.56;-;1,854.04;769.50;1,646.86;78.33;528.25
Dec 8, 2025 11:00 AM;Dec 8, 2025 11:15 AM;1,109.19;390.99;1,337.65;6,972.84;2,366.22;23.56;-;1,783.48;778.94;1,615.95;116.23;528.97
Dec 8, 2025 11:15 AM;Dec 8, 2025 11:30 AM;1,105.11;401.64;1,355.95;6,907.53;2,440.65;23.56;-;1,777.52;779.34;1,594.70;180.36;522.67
Dec 8, 2025 11:30 AM;Dec 8, 2025 11:45 AM;1,106.94;391.94;1,367.05;6,912.09;2,456.65;23.56;-;1,777.72;787.95;1,597.47;102.49;518.19
Dec 8, 2025 11:45 AM;Dec 8, 2025 12:00 PM;1,109.50;391.43;1,368.06;6,946.92;2,412.40;23.56;-;1,803.26;817.30;1,594.35;79.87;504.11
Dec 8, 2025 12:00 PM;Dec 8, 2025 12:15 PM;1,096.70;392.67;1,364.33;6,848.79;2,350.99;23.56;-;1,961.03;822.95;1,582.81;90.95;506.85
Dec 8, 2025 12:15 PM;Dec 8, 2025 12:30 PM;1,092.83;392.30;1,386.07;6,822.96;2,264.35;23.56;-;2,034.88;834.72;1,569.45;94.99;512.76
Dec 8, 2025 12:30 PM;Dec 8, 2025 12:45 PM;1,092.91;391.35;1,387.48;6,807.60;2,170.21;23.56;-;2,061.21;841.73;1,588.58;97.63;508.26
Dec 8, 2025 12:45 PM;Dec 8, 2025 1:00 PM;1,093.48;391.27;1,394.28;6,749.94;2,009.94;23.56;-;2,102.97;845.71;1,616.28;131.46;513.50
Dec 8, 2025 1:00 PM;Dec 8, 2025 1:15 PM;1,090.03;391.13;1,457.80;6,678.66;1,812.66;23.56;-;2,093.18;854.13;1,693.24;111.96;515.73
Dec 8, 2025 1:15 PM;Dec 8, 2025 1:30 PM;1,089.11;390.73;1,505.43;6,576.84;1,610.68;23.56;-;2,071.74;891.50;1,687.85;140.59;518.76
Dec 8, 2025 1:30 PM;Dec 8, 2025 1:45 PM;1,087.30;399.19;1,535.25;6,405.75;1,418.08;23.56;-;2,061.16;925.57;1,685.88;214.79;522.21
Dec 8, 2025 1:45 PM;Dec 8, 2025 2:00 PM;1,091.57;420.27;1,533.33;6,258.61;1,248.54;23.56;-;2,062.64;927.72;1,709.62;225.88;527.03
Dec 8, 2025 2:00 PM;Dec 8, 2025 2:15 PM;1,092.68;409.71;1,644.57;6,162.71;1,065.15;23.56;-;2,067.73;953.24;1,765.21;466.92;524.65
Dec 8, 2025 2:15 PM;Dec 8, 2025 2:30 PM;1,093.42;413.04;1,683.30;6,042.44;900.24;23.56;-;2,093.26;963.00;1,761.62;349.08;523.96
Dec 8, 2025 2:30 PM;Dec 8, 2025 2:45 PM;1,095.77;424.26;1,688.00;5,955.26;735.34;23.56;-;2,113.55;971.55;1,765.66;565.47;519.59
Dec 8, 2025 2:45 PM;Dec 8, 2025 3:00 PM;1,098.54;442.95;1,696.97;5,917.27;579.46;23.56;-;2,108.32;981.85;1,781.55;599.90;517.46
Dec 8, 2025 3:00 PM;Dec 8, 2025 3:15 PM;1,103.35;430.13;1,773.17;6,008.64;416.42;23.56;-;2,114.34;985.01;1,812.50;389.66;514.08
Dec 8, 2025 3:15 PM;Dec 8, 2025 3:30 PM;1,102.96;409.36;1,776.98;6,101.39;275.46;23.56;-;2,113.14;1,026.39;1,820.98;531.85;512.12
Dec 8, 2025 3:30 PM;Dec 8, 2025 3:45 PM;1,103.08;402.74;1,792.41;6,163.03;157.39;23.56;-;2,124.55;1,044.46;1,832.75;630.00;513.68
Dec 8, 2025 3:45 PM;Dec 8, 2025 4:00 PM;1,111.73;404.16;1,807.99;6,311.80;66.21;23.56;-;2,120.43;1,021.08;1,838.92;398.30;515.01
Dec 8, 2025 4:00 PM;Dec 8, 2025 4:15 PM;1,125.35;405.87;1,816.94;6,466.91;12.93;23.56;-;2,046.08;1,038.83;1,797.44;262.04;512.96
Dec 8, 2025 4:15 PM;Dec 8, 2025 4:30 PM;1,132.02;418.92;1,810.54;6,559.68;0.48;23.56;-;2,052.66;1,023.08;1,785.00;304.14;512.51
Dec 8, 2025 4:30 PM;Dec 8, 2025 4:45 PM;1,129.12;415.19;1,809.57;6,607.04;0.03;23.56;-;2,122.59;1,024.69;1,782.28;352.40;512.34
Dec 8, 2025 4:45 PM;Dec 8, 2025 5:00 PM;1,136.29;416.24;1,820.15;6,700.71;0.00;23.56;-;2,145.57;1,022.35;1,790.11;354.46;511.49
Dec 8, 2025 5:00 PM;Dec 8, 2025 5:15 PM;1,143.26;421.92;1,833.42;6,728.94;0.00;23.56;-;2,229.31;1,035.91;1,855.40;363.85;516.86
Dec 8, 2025 5:15 PM;Dec 8, 2025 5:30 PM;1,142.86;428.06;1,833.31;6,770.47;0.00;23.56;-;2,270.92;1,035.52;1,879.29;272.60;519.39
Dec 8, 2025 5:30 PM;Dec 8, 2025 5:45 PM;1,146.22;431.49;1,826.38;6,860.60;0.00;23.56;-;2,254.74;1,014.42;1,881.95;320.36;521.68
Dec 8, 2025 5:45 PM;Dec 8, 2025 6:00 PM;1,148.22;436.07;1,813.39;6,993.08;0.00;23.56;-;2,205.12;978.32;1,878.78;296.60;521.44
Dec 8, 2025 6:00 PM;Dec 8, 2025 6:15 PM;1,148.16;422.43;1,809.94;7,063.56;0.00;23.56;-;2,241.69;950.00;1,862.01;201.75;520.21
Dec 8, 2025 6:15 PM;Dec 8, 2025 6:30 PM;1,147.22;428.01;1,765.55;7,059.56;0.00;23.56;-;2,248.52;917.45;1,834.69;199.21;516.86
Dec 8, 2025 6:30 PM;Dec 8, 2025 6:45 PM;1,140.76;419.17;1,756.03;7,037.45;0.00;23.56;-;2,234.43;892.94;1,835.18;184.66;512.02
Dec 8, 2025 6:45 PM;Dec 8, 2025 7:00 PM;1,139.70;425.96;1,741.17;7,039.41;0.00;23.56;-;2,236.00;845.39;1,846.10;173.27;517.79
Dec 8, 2025 7:00 PM;Dec 8, 2025 7:15 PM;1,133.43;417.48;1,736.44;7,085.00;0.00;23.56;-;2,247.88;796.50;1,896.94;221.25;511.55
Dec 8, 2025 7:15 PM;Dec 8, 2025 7:30 PM;1,130.07;415.54;1,753.47;7,039.25;0.00;23.56;-;2,243.83;736.10;1,888.42;208.10;509.64
Dec 8, 2025 7:30 PM;Dec 8, 2025 7:45 PM;1,124.90;411.11;1,727.66;6,953.81;0.00;23.56;-;2,220.68;720.64;1,888.40;163.07;511.88
Dec 8, 2025 7:45 PM;Dec 8, 2025 8:00 PM;1,118.82;406.34;1,717.71;6,888.57;0.00;23.56;-;2,182.27;717.16;1,872.25;100.80;517.05
Dec 8, 2025 8:00 PM;Dec 8, 2025 8:15 PM;1,089.83;411.84;1,659.27;6,858.68;0.00;23.56;-;2,142.82;705.69;1,797.07;162.28;523.39
Dec 8, 2025 8:15 PM;Dec 8, 2025 8:30 PM;1,096.90;404.78;1,652.96;6,764.63;0.00;23.56;-;2,096.32;698.79;1,755.79;98.24;524.67
Dec 8, 2025 8:30 PM;Dec 8, 2025 8:45 PM;1,098.93;409.61;1,629.21;6,655.08;0.00;23.56;-;2,074.76;694.72;1,708.19;74.64;525.21
Dec 8, 2025 8:45 PM;Dec 8, 2025 9:00 PM;1,095.43;406.51;1,625.36;6,560.24;0.00;23.56;-;2,087.22;694.36;1,684.43;37.60;525.09
Dec 8, 2025 9:00 PM;Dec 8, 2025 9:15 PM;1,085.42;410.14;1,622.21;6,458.18;0.00;23.56;-;2,099.23;665.78;1,649.15;101.00;525.69
Dec 8, 2025 9:15 PM;Dec 8, 2025 9:30 PM;1,085.89;406.37;1,621.69;6,398.71;0.00;23.56;-;2,084.13;649.41;1,655.81;62.69;522.29
Dec 8, 2025 9:30 PM;Dec 8, 2025 9:45 PM;1,081.72;407.19;1,643.10;6,221.68;0.00;23.56;-;2,052.38;648.39;1,651.02;17.90;524.27
Dec 8, 2025 9:45 PM;Dec 8, 2025 10:00 PM;1,080.06;407.40;1,612.61;6,121.81;0.00;23.56;-;2,066.51;634.17;1,622.33;15.96;518.20
Dec 8, 2025 10:00 PM;Dec 8, 2025 10:15 PM;1,065.43;414.66;1,508.18;5,929.43;0.00;23.56;-;2,086.95;585.11;1,562.25;442.78;517.74
Dec 8, 2025 10:15 PM;Dec 8, 2025 10:30 PM;1,062.37;404.51;1,487.25;5,885.14;0.00;23.56;-;2,091.48;586.83;1,507.38;161.72;522.43
Dec 8, 2025 10:30 PM;Dec 8, 2025 10:45 PM;1,054.55;402.84;1,442.92;5,809.73;0.00;23.56;-;2,052.61;570.00;1,501.96;80.87;521.75
Dec 8, 2025 10:45 PM;Dec 8, 2025 11:00 PM;1,052.94;404.78;1,437.26;5,755.56;0.00;23.56;-;1,991.53;570.23;1,419.72;53.96;512.15
Dec 8, 2025 11:00 PM;Dec 8, 2025 11:15 PM;1,042.08;403.76;1,389.37;5,758.84;0.00;23.56;-;1,862.53;507.52;1,298.15;68.38;499.59
Dec 8, 2025 11:15 PM;Dec 8, 2025 11:30 PM;1,043.36;402.84;1,389.42;5,709.82;0.00;23.56;-;1,792.54;510.69;1,276.48;21.21;485.06
Dec 8, 2025 11:30 PM;Dec 8, 2025 11:45 PM;1,040.80;403.60;1,379.18;5,625.39;0.00;23.06;-;1,716.68;541.30;1,265.35;27.40;487.31
Dec 8, 2025 11:45 PM;Dec 9, 2025 12:00 AM;1,039.82;402.74;1,349.98;5,622.81;0.00;23.06;-;1,631.10;573.88;1,232.30;1.28;483.22
Dec 9, 2025 12:00 AM;Dec 9, 2025 12:15 AM;1,032.34;403.22;1,388.50;5,576.75;0.00;23.06;-;1,435.54;554.36;1,206.44;0.90;480.02
Dec 9, 2025 12:15 AM;Dec 9, 2025 12:30 AM;1,029.55;410.21;1,392.64;5,457.34;0.00;23.06;-;1,338.05;549.35;1,178.27;0.72;485.45
Dec 9, 2025 12:30 AM;Dec 9, 2025 12:45 AM;1,031.89;407.04;1,360.06;5,343.96;0.00;23.06;-;1,312.31;537.76;1,170.14;0.73;483.85
Dec 9, 2025 12:45 AM;Dec 9, 2025 1:00 AM;1,035.62;403.96;1,380.93;5,183.87;0.00;23.06;-;1,297.62;536.99;1,158.59;2.73;488.79
Dec 9, 2025 1:00 AM;Dec 9, 2025 1:15 AM;1,024.26;403.45;1,437.74;5,008.52;0.00;23.06;-;1,275.64;537.05;1,141.86;23.04;487.82
Dec 9, 2025 1:15 AM;Dec 9, 2025 1:30 AM;1,021.09;400.84;1,444.21;4,931.57;0.00;23.06;-;1,277.72;537.39;1,142.12;23.02;488.24
Dec 9, 2025 1:30 AM;Dec 9, 2025 1:45 AM;1,024.71;405.48;1,399.72;4,808.14;0.00;23.06;-;1,296.74;538.14;1,171.06;13.06;492.49
Dec 9, 2025 1:45 AM;Dec 9, 2025 2:00 AM;1,023.82;400.38;1,355.11;4,693.12;0.00;23.06;-;1,394.92;538.69;1,165.11;2.21;508.32
Dec 9, 2025 2:00 AM;Dec 9, 2025 2:15 AM;1,021.92;405.72;1,295.57;4,551.94;0.00;23.06;-;1,466.58;541.70;1,176.53;12.98;508.95
Dec 9, 2025 2:15 AM;Dec 9, 2025 2:30 AM;1,021.98;397.23;1,257.05;4,421.81;0.00;23.06;-;1,482.58;540.21;1,177.70;6.89;512.40
Dec 9, 2025 2:30 AM;Dec 9, 2025 2:45 AM;1,020.60;393.90;1,218.80;4,311.78;0.00;23.06;-;1,498.71;546.73;1,181.60;1.22;508.50
Dec 9, 2025 2:45 AM;Dec 9, 2025 3:00 AM;1,020.07;394.92;1,210.48;4,277.74;0.00;23.06;-;1,488.29;582.14;1,180.74;14.30;507.80
Dec 9, 2025 3:00 AM;Dec 9, 2025 3:15 AM;1,019.52;392.64;1,213.05;4,284.01;0.00;23.06;-;1,500.99;604.53;1,183.60;2.13;506.65
Dec 9, 2025 3:15 AM;Dec 9, 2025 3:30 AM;1,021.80;390.17;1,195.86;4,272.12;0.00;23.06;-;1,552.68;606.04;1,180.27;0.97;509.73
Dec 9, 2025 3:30 AM;Dec 9, 2025 3:45 AM;1,021.17;390.78;1,215.42;4,256.47;0.00;23.06;-;1,563.96;605.16;1,180.15;0.95;507.91
Dec 9, 2025 3:45 AM;Dec 9, 2025 4:00 AM;1,021.82;389.84;1,215.73;4,239.27;0.00;23.06;-;1,585.05;598.82;1,181.26;0.91;502.33
Dec 9, 2025 4:00 AM;Dec 9, 2025 4:15 AM;1,023.51;388.05;1,197.34;4,194.17;0.00;23.06;-;1,615.21;592.49;1,178.22;3.89;494.63
Dec 9, 2025 4:15 AM;Dec 9, 2025 4:30 AM;1,024.88;390.70;1,132.10;4,150.66;0.00;23.06;-;1,637.70;575.64;1,186.54;14.42;493.52
Dec 9, 2025 4:30 AM;Dec 9, 2025 4:45 AM;1,026.63;384.74;1,106.51;4,077.61;0.00;23.06;-;1,640.99;598.72;1,208.05;51.20;492.54
Dec 9, 2025 4:45 AM;Dec 9, 2025 5:00 AM;1,026.94;385.25;1,085.22;3,970.16;0.00;23.06;-;1,646.09;636.29;1,262.36;65.01;492.42
Dec 9, 2025 5:00 AM;Dec 9, 2025 5:15 AM;1,030.71;380.71;1,104.06;3,911.47;0.00;23.06;-;1,697.10;681.50;1,339.49;52.12;495.16
Dec 9, 2025 5:15 AM;Dec 9, 2025 5:30 AM;1,034.85;382.68;1,126.97;3,893.99;0.00;23.06;-;1,756.04;696.91;1,382.35;31.97;490.75
Dec 9, 2025 5:30 AM;Dec 9, 2025 5:45 AM;1,037.80;389.19;1,108.85;3,877.46;0.00;23.06;-;1,888.20;685.41;1,442.43;61.11;480.68
Dec 9, 2025 5:45 AM;Dec 9, 2025 6:00 AM;1,042.35;383.19;1,148.98;3,880.73;0.00;23.06;-;2,012.67;694.36;1,615.49;27.45;478.11
Dec 9, 2025 6:00 AM;Dec 9, 2025 6:15 AM;1,052.64;400.27;1,183.57;3,963.10;0.00;23.06;-;2,095.53;735.30;1,837.14;38.36;485.87
Dec 9, 2025 6:15 AM;Dec 9, 2025 6:30 AM;1,063.98;399.16;1,193.26;3,977.46;0.00;23.06;-;2,181.58;791.78;2,118.41;42.45;486.27
Dec 9, 2025 6:30 AM;Dec 9, 2025 6:45 AM;1,065.86;398.70;1,169.16;4,030.69;0.00;23.06;-;2,222.46;835.97;2,304.05;82.07;487.13
Dec 9, 2025 6:45 AM;Dec 9, 2025 7:00 AM;1,070.49;393.75;1,145.02;4,020.99;0.00;23.06;-;2,255.84;849.26;2,384.11;244.57;485.83
